patient_index,mean_pairwise_cosine,pair_cosines
4075,0.08216098,"{""0-1"": 0.08216097950935364}"
4076,0.67741011,"{""0-1"": 0.9194279909133911, ""0-2"": 0.5500651001930237, ""1-2"": 0.562737226486206}"
4077,0.01527308,"{""0-1"": 0.015273076482117176}"
4078,-0.04013977,"{""0-1"": -0.03655295819044113, ""0-2"": -0.04537452384829521, ""1-2"": -0.03849184140563011}"
4079,0.19419585,"{""0-1"": 0.19419585168361664}"
4080,0.10282719,"{""0-1"": -0.030719906091690063, ""0-2"": 0.12212859094142914, ""1-2"": 0.21707287430763245}"
4081,0.33234710,"{""0-1"": 0.9770321846008301, ""0-2"": 0.09630294889211655, ""1-2"": -0.07629384845495224}"
4082,-0.04729952,"{""0-1"": -0.10065130144357681, ""0-2"": -0.0397150032222271, ""1-2"": -0.0015322555555030704}"
4083,0.01482552,"{""0-1"": 0.014825515449047089}"
4084,0.01019615,"{""0-1"": -0.06851571798324585, ""0-2"": -0.04746050015091896, ""1-2"": 0.14656466245651245}"
4085,0.99996769,"{""0-1"": 0.9999676942825317}"
4086,0.23351946,"{""0-1"": 0.23351946473121643}"
4087,-0.05310837,"{""0-1"": -0.12002108991146088, ""0-2"": -0.03252948448061943, ""1-2"": -0.006774533540010452}"
4088,0.99998629,"{""0-1"": 0.9999862909317017}"
4089,0.03876828,"{""0-1"": -0.01930299587547779, ""0-2"": 0.0926472470164299, ""1-2"": 0.04296059533953667}"
4090,0.41997059,"{""0-1"": 0.9626516103744507, ""0-2"": 0.22295759618282318, ""1-2"": 0.0743025690317154}"
4091,0.12994900,"{""0-1"": 0.12994900345802307}"
4092,0.07481562,"{""0-1"": 0.07481561601161957}"
4093,0.02789880,"{""0-1"": 0.10480240732431412, ""0-2"": 0.11718166619539261, ""1-2"": -0.13828767836093903}"
4094,-0.02766814,"{""0-1"": -0.12138976156711578, ""0-2"": 0.14782093465328217, ""1-2"": -0.10943558067083359}"
4095,0.25416297,"{""0-1"": -0.04283754155039787, ""0-2"": 0.09421437233686447, ""1-2"": 0.7111120820045471}"
4096,0.12644294,"{""0-1"": 0.4964839816093445, ""0-2"": -0.019926104694604874, ""1-2"": -0.09722905606031418}"
4097,-0.00568373,"{""0-1"": -0.030488595366477966, ""0-2"": 0.08159053325653076, ""1-2"": -0.06815312057733536}"
4098,-0.03576341,"{""0-1"": -0.04813793674111366, ""0-2"": -0.08398079127073288, ""1-2"": 0.024828508496284485}"
4099,0.09379811,"{""0-1"": 0.09379810839891434}"
4100,0.07970245,"{""0-1"": -0.019085325300693512, ""0-2"": 0.043843042105436325, ""1-2"": 0.2143496423959732}"
4102,-0.06263739,"{""0-1"": -0.12365180999040604, ""0-2"": 0.022369027137756348, ""1-2"": -0.08662939071655273}"
4103,0.22865438,"{""0-1"": 0.058447904884815216, ""0-2"": -0.034102413803339005, ""1-2"": 0.661617636680603}"
4104,0.00000000,{}
4105,0.21899655,"{""0-1"": 0.5355492234230042, ""0-2"": 0.20314696431159973, ""1-2"": -0.08170652389526367}"
4106,0.00000000,{}
4107,0.13896969,"{""0-1"": 0.20590539276599884, ""0-2"": 0.033911313861608505, ""1-2"": 0.17709237337112427}"
4108,0.04172069,"{""0-1"": 0.0139772929251194, ""0-2"": 0.059632107615470886, ""1-2"": 0.0515526607632637}"
4109,0.08618907,"{""0-1"": 0.2450769692659378, ""0-2"": 0.036666180938482285, ""1-2"": -0.023175939917564392}"
4110,0.00042647,"{""0-1"": 0.13001269102096558, ""0-2"": -0.06320899724960327, ""1-2"": -0.06552428007125854}"
4111,0.00000000,{}
4112,0.02934486,"{""0-1"": 0.04579836130142212, ""0-2"": 0.0033014120999723673, ""1-2"": 0.03893481567502022}"
4113,-0.01657850,"{""0-1"": -0.05154670402407646, ""0-2"": -0.0032040521036833525, ""1-2"": 0.005015249364078045}"
4114,0.04989450,"{""0-1"": 0.04989450052380562}"
4115,0.84826422,"{""0-1"": 0.848264217376709}"
4116,0.21888558,"{""0-1"": -0.124428890645504, ""0-2"": 0.0631454735994339, ""1-2"": 0.7179401516914368}"
4117,0.19396579,"{""0-1"": 0.19396579265594482}"
4118,0.36923157,"{""0-1"": 0.614619791507721, ""0-2"": 0.2721771001815796, ""1-2"": 0.2208978235721588}"
4119,1.00000000,"{""0-1"": 1.0}"
4120,0.05816465,"{""0-1"": 0.2466951608657837, ""0-2"": -0.0961681455373764, ""1-2"": 0.023966940119862556}"
4121,0.13423306,"{""0-1"": -0.09221585839986801, ""0-2"": 0.14688467979431152, ""1-2"": 0.34803035855293274}"
4122,0.25267407,"{""0-1"": 0.25267407298088074}"
4123,0.23351946,"{""0-1"": 0.23351946473121643}"
4124,-0.02031490,"{""0-1"": -0.07403203099966049, ""0-2"": 0.004048857372254133, ""1-2"": 0.009038482792675495}"
4125,0.05632341,"{""0-1"": 0.012298465706408024, ""0-2"": 0.049370624125003815, ""1-2"": 0.10730113089084625}"
4126,0.08548090,"{""0-1"": 0.04181988164782524, ""0-2"": -0.031511060893535614, ""1-2"": 0.24613387882709503}"
4127,0.02924340,"{""0-1"": 0.054418861865997314, ""0-2"": 0.012076827697455883, ""1-2"": 0.021234506741166115}"
4128,0.26591925,"{""0-1"": -0.13123665750026703, ""0-2"": 0.002239688765257597, ""1-2"": 0.9267547130584717}"
4129,0.22810952,"{""0-1"": -0.12720805406570435, ""0-2"": -0.03650277853012085, ""1-2"": 0.8480393886566162}"
4130,0.15900090,"{""0-1"": -0.24505960941314697, ""0-2"": -0.05421828106045723, ""1-2"": 0.7762805819511414}"
4131,0.31924876,"{""0-1"": 0.9078142046928406, ""0-2"": 0.01820257492363453, ""1-2"": 0.031729500740766525}"
4132,0.17658911,"{""0-1"": 0.5179847478866577, ""0-2"": 0.01099064014852047, ""1-2"": 0.0007919315248727798}"
4133,0.99998999,"{""0-1"": 0.9999899864196777}"
4134,0.00000000,{}
4135,0.00000000,{}
4136,0.99999934,"{""0-1"": 0.9999993443489075}"
4137,1.00000012,"{""0-1"": 1.0000001192092896}"
4138,-0.03778108,"{""0-1"": -0.029849650338292122, ""0-2"": 0.004041201435029507, ""1-2"": -0.08753479272127151}"
4139,0.16507149,"{""0-1"": 0.0910458043217659, ""0-2"": 0.3754393756389618, ""1-2"": 0.028729287907481194}"
4140,0.00000000,{}
4141,-0.00955043,"{""0-1"": -0.02702428586781025, ""0-2"": 0.008125454187393188, ""1-2"": -0.00975247286260128}"
4142,0.50024606,"{""0-1"": 0.3373383581638336, ""0-2"": 0.18120861053466797, ""1-2"": 0.9821912050247192}"
4143,-0.05239858,"{""0-1"": -0.10753755271434784, ""0-2"": 0.03853345289826393, ""1-2"": -0.08819165080785751}"
4144,-0.02628874,"{""0-1"": -0.02628873661160469}"
4145,0.12823491,"{""0-1"": 0.14706699550151825, ""0-2"": 0.25334376096725464, ""1-2"": -0.015706028789281845}"
4146,0.79348373,"{""0-1"": 0.7934837341308594}"
4147,0.00000000,{}
4148,0.05957898,"{""0-1"": 0.0040631783194839954, ""0-2"": 0.05030510202050209, ""1-2"": 0.12436865270137787}"
4149,0.12823491,"{""0-1"": 0.14706699550151825, ""0-2"": 0.25334376096725464, ""1-2"": -0.015706028789281845}"
4150,-0.04041125,"{""0-1"": -0.07637219876050949, ""0-2"": -0.04720044881105423, ""1-2"": 0.0023389076814055443}"
4151,0.31736340,"{""0-1"": 0.1341571807861328, ""0-2"": 0.04441112279891968, ""1-2"": 0.773521900177002}"
4152,0.00000000,{}
4153,0.31128900,"{""0-1"": 0.07656551152467728, ""0-2"": 0.27887365221977234, ""1-2"": 0.5784278512001038}"
4154,0.05444535,"{""0-1"": -0.018819889053702354, ""0-2"": 0.17307615280151367, ""1-2"": 0.009079793468117714}"
4155,0.99728370,"{""0-1"": 0.9972836971282959}"
4156,0.93034482,"{""0-1"": 0.930344820022583}"
4157,0.97672796,"{""0-1"": 0.9767279624938965}"
4158,0.10206999,"{""0-1"": -0.028001485392451286, ""0-2"": -0.04454605281352997, ""1-2"": 0.378757506608963}"
4159,-0.00908104,"{""0-1"": 0.11487618833780289, ""0-2"": -0.07138241082429886, ""1-2"": -0.07073689252138138}"
4160,0.30396452,"{""0-1"": -0.05269654095172882, ""0-2"": 0.007739503867924213, ""1-2"": 0.9568505883216858}"
4161,0.05512165,"{""0-1"": 0.1335274875164032, ""0-2"": 0.05338987708091736, ""1-2"": -0.021552415564656258}"
4162,0.12598193,"{""0-1"": 0.13260933756828308, ""0-2"": 0.10659975558519363, ""1-2"": 0.13873670995235443}"
4163,-0.05555671,"{""0-1"": -0.025193121284246445, ""0-2"": -0.015317402780056, ""1-2"": -0.12615959346294403}"
4164,0.17967373,"{""0-1"": -0.01620885357260704, ""0-2"": -0.09052340686321259, ""1-2"": 0.6457534432411194}"
4165,0.02854884,"{""0-1"": 0.11862936615943909, ""0-2"": -0.024653755128383636, ""1-2"": -0.008329099975526333}"
4166,0.17658911,"{""0-1"": 0.5179847478866577, ""0-2"": 0.01099064014852047, ""1-2"": 0.0007919315248727798}"
4167,0.07409948,"{""0-1"": -0.03290377929806709, ""0-2"": 0.21188704669475555, ""1-2"": 0.04331517964601517}"
4168,0.01553596,"{""0-1"": 0.028362592682242393, ""0-2"": -0.0029385292436927557, ""1-2"": 0.021183820441365242}"
4169,0.96376789,"{""0-1"": 0.9637678861618042}"
4170,0.01539877,"{""0-1"": 0.07532475143671036, ""0-2"": -0.05393172800540924, ""1-2"": 0.0248032845556736}"
4171,-0.03016024,"{""0-1"": -0.062273573130369186, ""0-2"": -0.02559591457247734, ""1-2"": -0.0026112219784408808}"
4172,-0.09898940,"{""0-1"": -0.12446333467960358, ""0-2"": -0.042848531156778336, ""1-2"": -0.1296563297510147}"
4173,0.45715356,"{""0-1"": 0.4571535587310791}"
4174,0.04398977,"{""0-1"": 0.052437588572502136, ""0-2"": 0.056025248020887375, ""1-2"": 0.023506468161940575}"
4175,1.00000000,"{""0-1"": 1.0}"
4176,-0.01515270,"{""0-1"": -0.049259476363658905, ""0-2"": -0.015760177746415138, ""1-2"": 0.019561542198061943}"
4177,0.01543998,"{""0-1"": 0.04487510398030281, ""0-2"": 0.008438380435109138, ""1-2"": -0.006993552669882774}"
4178,0.49092920,"{""0-1"": 0.7936666011810303, ""0-2"": 0.05060724541544914, ""1-2"": 0.628513753414154}"
4179,0.18962930,"{""0-1"": 0.10981131345033646, ""0-2"": 0.31620317697525024, ""1-2"": 0.14287342131137848}"
4180,0.04526675,"{""0-1"": 0.025202270597219467, ""0-2"": 0.041995394974946976, ""1-2"": 0.06860257685184479}"
4181,-0.01573438,"{""0-1"": 0.03118157759308815, ""0-2"": 0.007096929010003805, ""1-2"": -0.085481658577919}"
4182,-0.03436903,"{""0-1"": -0.034369029104709625}"
4183,0.19352254,"{""0-1"": 0.19352254271507263}"
4184,0.97274673,"{""0-1"": 0.972746729850769}"
4185,0.00000000,{}
4186,0.54008216,"{""0-1"": 0.5400821566581726}"
4187,0.52565323,"{""0-1"": 0.31596142053604126, ""0-2"": 0.28699204325675964, ""1-2"": 0.9740062355995178}"
4188,0.08822236,"{""0-1"": 0.14723706245422363, ""0-2"": 0.10784568637609482, ""1-2"": 0.009584330022335052}"
4189,0.07816296,"{""0-1"": 0.17744462192058563, ""0-2"": 0.023233864456415176, ""1-2"": 0.03381038084626198}"
4190,0.27407398,"{""0-1"": 0.0004261528665665537, ""0-2"": 0.021610166877508163, ""1-2"": 0.8001856207847595}"
4191,0.38947879,"{""0-1"": 0.22108778357505798, ""0-2"": 0.633791983127594, ""1-2"": 0.31355661153793335}"
4192,0.05786784,"{""0-1"": 0.22892221808433533, ""0-2"": -0.02712647058069706, ""1-2"": -0.02819223329424858}"
4193,-0.03444340,"{""0-1"": -0.022550096735358238, ""0-2"": -0.04891373962163925, ""1-2"": -0.03186637535691261}"
4194,0.21138431,"{""0-1"": 0.2803976833820343, ""0-2"": 0.2430814504623413, ""1-2"": 0.11067379266023636}"
4195,0.06220448,"{""0-1"": -0.1415991336107254, ""0-2"": 0.1372484266757965, ""1-2"": 0.19096413254737854}"
4196,0.04730585,"{""0-1"": 0.04730585217475891}"
4197,0.05636384,"{""0-1"": 0.05636384338140488}"
4198,0.42964109,"{""0-1"": 0.9967920184135437, ""0-2"": 0.12076158821582794, ""1-2"": 0.17136965692043304}"
4199,0.28421580,"{""0-1"": -0.015699710696935654, ""0-2"": -0.02610914781689644, ""1-2"": 0.8944562673568726}"
4200,0.10672913,"{""0-1"": 0.10672912746667862}"
4201,-0.01515270,"{""0-1"": -0.049259476363658905, ""0-2"": -0.015760177746415138, ""1-2"": 0.019561542198061943}"
4202,0.37885025,"{""0-1"": 0.9991989135742188, ""0-2"": 0.06915050745010376, ""1-2"": 0.06820133328437805}"
4203,0.10403409,"{""0-1"": 0.29321083426475525, ""0-2"": 0.10051888972520828, ""1-2"": -0.08162744343280792}"
4204,0.44668375,"{""0-1"": 0.29866576194763184, ""0-2"": 0.838674783706665, ""1-2"": 0.20271070301532745}"
4205,0.35724188,"{""0-1"": 0.7183456420898438, ""0-2"": 0.23641471564769745, ""1-2"": 0.11696527153253555}"
4206,-0.12836577,"{""0-1"": -0.1644125133752823, ""0-2"": -0.03905856981873512, ""1-2"": -0.18162623047828674}"
4207,0.00000000,{}
4208,0.14738820,"{""0-1"": 0.14738820493221283}"
4209,-0.00386140,"{""0-1"": -0.07675822079181671, ""0-2"": 0.03372377157211304, ""1-2"": 0.03145025297999382}"
4210,0.38276317,"{""0-1"": 0.9990806579589844, ""0-2"": 0.0728863775730133, ""1-2"": 0.07632248103618622}"
4211,-0.00430052,"{""0-1"": -0.08685212582349777, ""0-2"": 0.039027139544487, ""1-2"": 0.03492341935634613}"
4212,0.00000000,{}
4213,0.69259000,"{""0-1"": 0.6925899982452393}"
4214,0.05121825,"{""0-1"": 0.026875576004385948, ""0-2"": 0.08968118578195572, ""1-2"": 0.037098001688718796}"
4215,0.09868832,"{""0-1"": 0.08236207813024521, ""0-2"": 0.18758715689182281, ""1-2"": 0.02611573040485382}"
4216,-0.02268445,"{""0-1"": -0.022684451192617416}"
4217,0.16771755,"{""0-1"": 0.3411575257778168, ""0-2"": -0.030944161117076874, ""1-2"": 0.19293928146362305}"
4218,-0.00153549,"{""0-1"": -0.04078507050871849, ""0-2"": 0.05958694964647293, ""1-2"": -0.02340836077928543}"
4219,0.29796049,"{""0-1"": -0.044097647070884705, ""0-2"": -0.0369449183344841, ""1-2"": 0.9749240279197693}"
4220,0.23351946,"{""0-1"": 0.23351946473121643}"
4221,-0.01645897,"{""0-1"": -0.0006360214320011437, ""0-2"": 0.025319229811429977, ""1-2"": -0.0740601047873497}"
4222,0.00000000,{}
4223,0.02846900,"{""0-1"": -0.06404339522123337, ""0-2"": 0.1495293229818344, ""1-2"": -7.893287693150342e-05}"
4224,0.02483987,"{""0-1"": 0.024839868769049644}"
4225,0.02724863,"{""0-1"": 0.10159782320261002, ""0-2"": -0.076620914041996, ""1-2"": 0.05676897615194321}"
4226,0.08353736,"{""0-1"": 0.08353735506534576}"
4227,-0.01023470,"{""0-1"": 0.045589517802000046, ""0-2"": 0.04545595496892929, ""1-2"": -0.12174958735704422}"
4228,0.47339794,"{""0-1"": 0.4733979403972626}"
4229,-0.04394721,"{""0-1"": -0.10871683061122894, ""0-2"": -0.0010251558851450682, ""1-2"": -0.02209964394569397}"
4230,0.05268385,"{""0-1"": 0.07697292417287827, ""0-2"": 0.06633475422859192, ""1-2"": 0.014743870124220848}"
4231,0.11405183,"{""0-1"": 0.11405183374881744}"
4232,0.02145758,"{""0-1"": 0.021457582712173462}"
4233,0.24794975,"{""0-1"": 0.2479497492313385}"
4234,0.07245667,"{""0-1"": 0.2015448361635208, ""0-2"": -0.04099204018712044, ""1-2"": 0.05681721121072769}"
4235,-0.00192722,"{""0-1"": -0.0009589996188879013, ""0-2"": 0.10013639181852341, ""1-2"": -0.10495905578136444}"
4236,0.99996769,"{""0-1"": 0.9999676942825317}"
4237,0.15579653,"{""0-1"": 0.15579652786254883}"
4238,0.30547216,"{""0-1"": -0.024339769035577774, ""0-2"": -0.033844951540231705, ""1-2"": 0.9746012091636658}"
4239,0.02022960,"{""0-1"": 0.05620163679122925, ""0-2"": -0.024703610688447952, ""1-2"": 0.0291907861828804}"
4240,0.07425887,"{""0-1"": 0.09807957708835602, ""0-2"": 0.0816902369260788, ""1-2"": 0.04300679266452789}"
4241,0.28099518,"{""0-1"": 0.07314597815275192, ""0-2"": -0.01593126729130745, ""1-2"": 0.785770833492279}"
4242,-0.02628874,"{""0-1"": -0.02628873661160469}"
4243,-0.01573438,"{""0-1"": 0.03118157759308815, ""0-2"": 0.007096929010003805, ""1-2"": -0.085481658577919}"
4244,-0.00447936,"{""0-1"": -0.028166718780994415, ""0-2"": 0.01136758178472519, ""1-2"": 0.003361055161803961}"
4245,-0.03347685,"{""0-1"": -0.0053754099644720554, ""0-2"": -0.10209906846284866, ""1-2"": 0.007043922320008278}"
4246,-0.02511930,"{""0-1"": -0.12804588675498962, ""0-2"": -0.050765492022037506, ""1-2"": 0.10345347970724106}"
4247,0.00000000,{}
4248,0.29191105,"{""0-1"": 0.010340643115341663, ""0-2"": -0.03213929012417793, ""1-2"": 0.8975318074226379}"
4249,0.99950528,"{""0-1"": 0.9995052814483643}"
4250,0.19311831,"{""0-1"": -0.18954724073410034, ""0-2"": 0.11557364463806152, ""1-2"": 0.653328537940979}"
4251,0.09350762,"{""0-1"": 0.09350761771202087}"
4252,0.00000000,{}
4253,-0.00444688,"{""0-1"": -0.03451188653707504, ""0-2"": -0.06994366645812988, ""1-2"": 0.09111490100622177}"
4254,0.85865599,"{""0-1"": 0.8586559891700745}"
4255,-0.03390605,"{""0-1"": -0.006392961367964745, ""0-2"": -0.007536919787526131, ""1-2"": -0.08778827637434006}"
4256,0.16399394,"{""0-1"": 0.23398280143737793, ""0-2"": 0.22706513106822968, ""1-2"": 0.03093387745320797}"
4257,0.05158098,"{""0-1"": 0.13683749735355377, ""0-2"": 0.030022116377949715, ""1-2"": -0.012116671539843082}"
4258,0.19705923,"{""0-1"": -0.023171575739979744, ""0-2"": 0.38360753655433655, ""1-2"": 0.2307417392730713}"
4259,0.13288052,"{""0-1"": -0.02912837453186512, ""0-2"": 0.3025978207588196, ""1-2"": 0.12517210841178894}"
4260,0.38689801,"{""0-1"": 0.386898010969162}"
4261,0.35009640,"{""0-1"": 0.8645355701446533, ""0-2"": 0.10058724880218506, ""1-2"": 0.08516638725996017}"
4262,0.11250335,"{""0-1"": 0.10609237849712372, ""0-2"": 0.12077426165342331, ""1-2"": 0.1106434017419815}"
4263,1.00000000,"{""0-1"": 1.0}"
4264,0.12421221,"{""0-1"": 0.35641202330589294, ""0-2"": -0.04491347447037697, ""1-2"": 0.0611380860209465}"
4265,0.23544295,"{""0-1"": 0.23544295132160187}"
4266,0.00000000,{}
4267,0.10994210,"{""0-1"": 0.1640259474515915, ""0-2"": 0.06240175664424896, ""1-2"": 0.10339859873056412}"
4268,-0.05839090,"{""0-1"": -0.12475533038377762, ""0-2"": -0.04327183961868286, ""1-2"": -0.007145525421947241}"
4269,0.31259618,"{""0-1"": 0.11831224709749222, ""0-2"": 0.010889156721532345, ""1-2"": 0.8085871338844299}"
4270,0.00430607,"{""0-1"": -0.06810349971055984, ""0-2"": 0.04390988498926163, ""1-2"": 0.037111833691596985}"
4271,0.06783824,"{""0-1"": 0.3129681348800659, ""0-2"": -0.08713172376155853, ""1-2"": -0.022321702912449837}"
4272,0.37585869,"{""0-1"": 0.9961907267570496, ""0-2"": 0.06834235787391663, ""1-2"": 0.06304298341274261}"
4273,0.76090038,"{""0-1"": 0.7609003782272339}"
4274,-0.05714397,"{""0-1"": -0.07133449614048004, ""0-2"": 0.015997571870684624, ""1-2"": -0.11609497666358948}"
4275,0.00000000,{}
4276,0.02387027,"{""0-1"": 0.02387027069926262}"
4277,0.16145283,"{""0-1"": 0.4431315064430237, ""0-2"": 0.0689096599817276, ""1-2"": -0.02768266387283802}"
4278,0.60427062,"{""0-1"": 0.9462741017341614, ""0-2"": 0.3414471745491028, ""1-2"": 0.5250905752182007}"
4279,0.04771999,"{""0-1"": -0.13139258325099945, ""0-2"": -0.006914030760526657, ""1-2"": 0.2814665734767914}"
4280,0.67629766,"{""0-1"": 0.676297664642334}"
4281,-0.00879140,"{""0-1"": 0.05159110203385353, ""0-2"": -0.07703781127929688, ""1-2"": -0.0009275003103539348}"
4282,0.99998999,"{""0-1"": 0.9999899864196777}"
4283,0.00966838,"{""0-1"": -0.03568559139966965, ""0-2"": 0.0509820319712162, ""1-2"": 0.013708705082535744}"
4284,0.15914510,"{""0-1"": 0.15914510190486908}"
4285,0.24903664,"{""0-1"": 0.24903663992881775}"
4286,-0.03914825,"{""0-1"": -0.07695908099412918, ""0-2"": -0.02720969170331955, ""1-2"": -0.013275975361466408}"
4287,0.00000000,{}
4288,0.01063141,"{""0-1"": 0.010631413199007511}"
4289,0.10446629,"{""0-1"": 0.007584897801280022, ""0-2"": 0.27024227380752563, ""1-2"": 0.03557170182466507}"
4290,0.99998999,"{""0-1"": 0.9999899864196777}"
4291,0.84050030,"{""0-1"": 0.8405002951622009}"
4292,0.04541807,"{""0-1"": -0.0726064071059227, ""0-2"": 0.16248758137226105, ""1-2"": 0.04637305065989494}"
4293,-0.01551436,"{""0-1"": 0.05726378783583641, ""0-2"": -0.06761422008275986, ""1-2"": -0.0361926406621933}"
4294,-0.03860224,"{""0-1"": -0.2103605568408966, ""0-2"": 0.1078592836856842, ""1-2"": -0.013305457308888435}"
4295,0.24304994,"{""0-1"": 0.13005408644676208, ""0-2"": 0.22524793446063995, ""1-2"": 0.3738478124141693}"
4296,0.98493004,"{""0-1"": 0.9849300384521484}"
4297,0.00000000,{}
4298,0.30747662,"{""0-1"": 0.6584382057189941, ""0-2"": 0.1088947132229805, ""1-2"": 0.15509694814682007}"
4299,0.02483987,"{""0-1"": 0.024839868769049644}"
4300,-0.04040504,"{""0-1"": -0.07937608659267426, ""0-2"": -0.08122926950454712, ""1-2"": 0.03939025104045868}"
4301,0.10495399,"{""0-1"": 0.011453300714492798, ""0-2"": 0.259190171957016, ""1-2"": 0.04421849548816681}"
4302,0.26596892,"{""0-1"": 0.3269295394420624, ""0-2"": 0.23586152493953705, ""1-2"": 0.23511570692062378}"
4303,0.09580443,"{""0-1"": 0.11786071956157684, ""0-2"": 0.19897568225860596, ""1-2"": -0.029423100873827934}"
4304,0.71426392,"{""0-1"": 0.714263916015625}"
4305,0.23285828,"{""0-1"": 0.5924127697944641, ""0-2"": 0.06254520267248154, ""1-2"": 0.0436168797314167}"
4306,-0.02820818,"{""0-1"": -0.028208181262016296}"
4307,0.99630213,"{""0-1"": 0.9963021278381348}"
4308,0.98493004,"{""0-1"": 0.9849300384521484}"
4309,0.20242842,"{""0-1"": 0.2024284154176712}"
4310,0.80835181,"{""0-1"": 0.8083518147468567}"
4311,0.30539367,"{""0-1"": 0.30539366602897644}"
4312,0.02022960,"{""0-1"": 0.05620163679122925, ""0-2"": -0.024703610688447952, ""1-2"": 0.0291907861828804}"
4313,0.36625841,"{""0-1"": 0.3662584125995636}"
4314,0.11335841,"{""0-1"": -0.24550296366214752, ""0-2"": 0.11756821721792221, ""1-2"": 0.46800997853279114}"
4315,-0.05042872,"{""0-1"": -0.06993898004293442, ""0-2"": -0.025844529271125793, ""1-2"": -0.05550264194607735}"
4316,0.05884103,"{""0-1"": 0.18903881311416626, ""0-2"": -0.03176570683717728, ""1-2"": 0.01924997568130493}"
4317,0.18551883,"{""0-1"": 0.18551883101463318}"
4318,0.17353599,"{""0-1"": -0.07149633020162582, ""0-2"": 0.4961012601852417, ""1-2"": 0.09600304067134857}"
4319,0.04723432,"{""0-1"": -0.006425896659493446, ""0-2"": 0.05972493067383766, ""1-2"": 0.08840394020080566}"
4320,0.38448871,"{""0-1"": 0.08043721318244934, ""0-2"": 0.13873980939388275, ""1-2"": 0.9342890977859497}"
4321,0.01012734,"{""0-1"": -0.011128725484013557, ""0-2"": 0.03801902383565903, ""1-2"": 0.0034917336888611317}"
4322,0.12578952,"{""0-1"": 0.12578952312469482}"
4323,0.30236775,"{""0-1"": -0.03403154015541077, ""0-2"": -0.03589906543493271, ""1-2"": 0.9770338535308838}"
4324,0.31595866,"{""0-1"": 0.017663655802607536, ""0-2"": 0.008984978310763836, ""1-2"": 0.9212273359298706}"
4325,0.24794975,"{""0-1"": 0.2479497492313385}"
4326,0.54008216,"{""0-1"": 0.5400821566581726}"
4327,-0.06263739,"{""0-1"": -0.12365180999040604, ""0-2"": 0.022369027137756348, ""1-2"": -0.08662939071655273}"
4328,0.98990077,"{""0-1"": 0.9899007678031921}"
4329,0.03698963,"{""0-1"": -0.012348521500825882, ""0-2"": 0.08101820200681686, ""1-2"": 0.04229920729994774}"
4330,0.29895338,"{""0-1"": 0.2989533841609955}"
4331,-0.13739905,"{""0-1"": -0.13739904761314392}"
4332,-0.00462509,"{""0-1"": -0.014544887468218803, ""0-2"": 0.0004853937425650656, ""1-2"": 0.00018422580615151674}"
4333,0.06537903,"{""0-1"": 0.3064669668674469, ""0-2"": 0.038269124925136566, ""1-2"": -0.14859899878501892}"
4334,-0.01518003,"{""0-1"": -0.015180034562945366}"
4335,0.11759807,"{""0-1"": 0.11759807169437408}"
4336,0.50780958,"{""0-1"": 0.507809579372406}"
4337,0.93688762,"{""0-1"": 0.9368876218795776}"
4338,0.37404665,"{""0-1"": 0.9986822605133057, ""0-2"": 0.06500022858381271, ""1-2"": 0.058457449078559875}"
4339,-0.06325378,"{""0-1"": -0.14386285841464996, ""0-2"": -0.039177604019641876, ""1-2"": -0.006720869801938534}"
4340,0.00000000,{}
4341,0.00290581,"{""0-1"": 0.052873849868774414, ""0-2"": -0.05253974348306656, ""1-2"": 0.008383329957723618}"
4342,0.01021708,"{""0-1"": 0.03394104912877083, ""0-2"": -0.04604407772421837, ""1-2"": 0.042754266411066055}"
4343,0.38184738,"{""0-1"": 0.3818473815917969}"
4344,0.30310957,"{""0-1"": 0.0883135125041008, ""0-2"": 0.01920212432742119, ""1-2"": 0.8018130660057068}"
4345,0.11040943,"{""0-1"": 0.11040943115949631}"
4346,0.14993572,"{""0-1"": 0.14993572235107422}"
4347,0.61761123,"{""0-1"": 0.6176112294197083}"
4348,-0.01681641,"{""0-1"": -0.04927361011505127, ""0-2"": 0.015846874564886093, ""1-2"": -0.017022496089339256}"
4349,1.00000000,"{""0-1"": 1.0}"
4350,0.00834149,"{""0-1"": 0.07326631247997284, ""0-2"": 0.014114219695329666, ""1-2"": -0.06235605105757713}"
4351,0.49185884,"{""0-1"": 0.4918588399887085}"
4352,0.01746045,"{""0-1"": 0.017460454255342484}"
4353,0.17079732,"{""0-1"": 0.4226108193397522, ""0-2"": 0.08552185446023941, ""1-2"": 0.004259282257407904}"
4354,0.00727777,"{""0-1"": 0.0072777667082846165}"
4355,0.41117173,"{""0-1"": 0.31854718923568726, ""0-2"": 0.6572206616401672, ""1-2"": 0.2577473521232605}"
4356,0.52599667,"{""0-1"": 0.2917693257331848, ""0-2"": 0.2927568554878235, ""1-2"": 0.9934638142585754}"
4357,0.98081779,"{""0-1"": 0.9808177947998047}"
4358,-0.03436903,"{""0-1"": -0.034369029104709625}"
4359,0.05131112,"{""0-1"": 0.24193175137043, ""0-2"": -0.03984993323683739, ""1-2"": -0.04814844951033592}"
4360,0.38832203,"{""0-1"": 0.38832202553749084}"
4361,0.02800680,"{""0-1"": 0.050936292856931686, ""0-2"": 0.06117558851838112, ""1-2"": -0.028091495856642723}"
4362,0.12956425,"{""0-1"": -0.03387974947690964, ""0-2"": 0.4094166159629822, ""1-2"": 0.013155884109437466}"
