patient_index,mean_pairwise_cosine,pair_cosines
1146,0.09870295,"{""0-1"": -0.0962730422616005, ""0-2"": 0.039038561284542084, ""1-2"": 0.35334333777427673}"
1147,0.25866893,"{""0-1"": 0.2586689293384552}"
1148,1.00000000,"{""0-1"": 1.0}"
1149,0.03224966,"{""0-1"": 0.022171519696712494, ""0-2"": 0.032384391874074936, ""1-2"": 0.042193055152893066}"
1150,0.08162947,"{""0-1"": 0.224510058760643, ""0-2"": -0.1733091175556183, ""1-2"": 0.19368746876716614}"
1151,0.08677055,"{""0-1"": 0.17973463237285614, ""0-2"": 0.04186760261654854, ""1-2"": 0.038709428161382675}"
1152,0.98493004,"{""0-1"": 0.9849300384521484}"
1153,-0.02896199,"{""0-1"": -0.003206114051863551, ""0-2"": -0.056723009794950485, ""1-2"": -0.02695685625076294}"
1154,-0.11798190,"{""0-1"": -0.1268247812986374, ""0-2"": -0.09857388585805893, ""1-2"": -0.1285470426082611}"
1155,0.04271857,"{""0-1"": 0.04271857067942619}"
1156,-0.01257651,"{""0-1"": -0.08760643005371094, ""0-2"": 0.022895677015185356, ""1-2"": 0.026981228962540627}"
1157,0.55408275,"{""0-1"": 0.5540827512741089}"
1158,0.40721775,"{""0-1"": 0.18727174401283264, ""0-2"": 0.08687441051006317, ""1-2"": 0.9475070834159851}"
1159,0.73304433,"{""0-1"": 0.7330443263053894}"
1160,0.95499092,"{""0-1"": 0.9549909234046936}"
1161,0.99998999,"{""0-1"": 0.9999899864196777}"
1162,0.00000000,{}
1163,0.00000000,{}
1164,0.12823491,"{""0-1"": 0.14706699550151825, ""0-2"": 0.25334376096725464, ""1-2"": -0.015706028789281845}"
1165,0.93356711,"{""0-1"": 0.9335671067237854}"
1166,0.00000000,{}
1167,0.00000000,{}
1168,-0.01508661,"{""0-1"": 0.07088644802570343, ""0-2"": -0.13016954064369202, ""1-2"": 0.0140232490375638}"
1169,0.00835646,"{""0-1"": 0.012926653027534485, ""0-2"": -0.0052721756510436535, ""1-2"": 0.017414914444088936}"
1170,0.05130369,"{""0-1"": -0.012765461578965187, ""0-2"": 0.12545913457870483, ""1-2"": 0.04121740162372589}"
1171,0.07754526,"{""0-1"": 0.07754525542259216}"
1172,0.10206999,"{""0-1"": -0.028001485392451286, ""0-2"": -0.04454605281352997, ""1-2"": 0.378757506608963}"
1173,0.23167917,"{""0-1"": 0.11174570024013519, ""0-2"": 0.5480045080184937, ""1-2"": 0.03528730943799019}"
1174,-0.01632778,"{""0-1"": -0.01632777787744999}"
1175,0.37613505,"{""0-1"": 0.141045480966568, ""0-2"": 0.9325991272926331, ""1-2"": 0.05476052686572075}"
1176,-0.00811037,"{""0-1"": -0.009005464613437653, ""0-2"": -0.02705521509051323, ""1-2"": 0.011729583144187927}"
1177,0.32327366,"{""0-1"": 0.4796845614910126, ""0-2"": 0.4211198687553406, ""1-2"": 0.06901654601097107}"
1178,-0.10881785,"{""0-1"": -0.1648929864168167, ""0-2"": -0.01872848905622959, ""1-2"": -0.14283207058906555}"
1179,-0.02765245,"{""0-1"": -0.059089675545692444, ""0-2"": 0.009149177931249142, ""1-2"": -0.03301684185862541}"
1180,-0.12220024,"{""0-1"": -0.12220023572444916}"
1181,-0.04389664,"{""0-1"": -0.06513870507478714, ""0-2"": 0.031143179163336754, ""1-2"": -0.09769439697265625}"
1182,-0.02491283,"{""0-1"": -0.060091614723205566, ""0-2"": -0.023782148957252502, ""1-2"": 0.009135259315371513}"
1183,0.12164689,"{""0-1"": 0.04177422076463699, ""0-2"": 0.2222975194454193, ""1-2"": 0.10086893290281296}"
1184,0.20492685,"{""0-1"": 0.20492684841156006}"
1185,-0.02213737,"{""0-1"": -0.022137371823191643}"
1186,0.30504198,"{""0-1"": 0.04222293198108673, ""0-2"": 0.028881151229143143, ""1-2"": 0.8440218567848206}"
1187,0.77815557,"{""0-1"": 0.7781555652618408}"
1188,0.06783824,"{""0-1"": 0.3129681348800659, ""0-2"": -0.08713172376155853, ""1-2"": -0.022321702912449837}"
1189,0.83939493,"{""0-1"": 0.8393949270248413}"
1190,0.16205793,"{""0-1"": 0.5006700754165649, ""0-2"": -0.015161057002842426, ""1-2"": 0.0006647697882726789}"
1191,0.99999988,"{""0-1"": 0.9999998807907104}"
1192,0.14947603,"{""0-1"": 0.20263385772705078, ""0-2"": 0.07215104252099991, ""1-2"": 0.17364318668842316}"
1193,-0.04421676,"{""0-1"": -0.038698937743902206, ""0-2"": 0.05228698253631592, ""1-2"": -0.146238312125206}"
1194,0.02724863,"{""0-1"": 0.10159782320261002, ""0-2"": -0.076620914041996, ""1-2"": 0.05676897615194321}"
1195,0.98017645,"{""0-1"": 0.9801764488220215}"
1196,0.11206599,"{""0-1"": 0.11206598579883575}"
1197,0.20659410,"{""0-1"": 0.5190173387527466, ""0-2"": 0.06151654198765755, ""1-2"": 0.03924842178821564}"
1198,-0.13494338,"{""0-1"": -0.1349433809518814}"
1199,0.43473571,"{""0-1"": 0.357391893863678, ""0-2"": 0.8631060123443604, ""1-2"": 0.083709217607975}"
1200,0.06440205,"{""0-1"": 0.15487705171108246, ""0-2"": 0.05104087293148041, ""1-2"": -0.012711782939732075}"
1201,0.84821820,"{""0-1"": 0.8482182025909424}"
1202,0.04235884,"{""0-1"": -0.049302637577056885, ""0-2"": 0.08504674583673477, ""1-2"": 0.09133241325616837}"
1203,0.84738708,"{""0-1"": 0.8473870754241943}"
1204,0.00000000,{}
1205,0.01561586,"{""0-1"": 0.0011054568458348513, ""0-2"": -0.07292631268501282, ""1-2"": 0.11866842955350876}"
1206,0.00000000,{}
1207,0.01230273,"{""0-1"": 0.013140713796019554, ""0-2"": 0.002098634373396635, ""1-2"": 0.021668842062354088}"
1208,0.00000000,{}
1209,-0.11092884,"{""0-1"": -0.11092884093523026}"
1210,0.13025329,"{""0-1"": 0.13025328516960144}"
1211,0.08670027,"{""0-1"": 0.10517887026071548, ""0-2"": 0.1474069356918335, ""1-2"": 0.007515011355280876}"
1212,0.32233131,"{""0-1"": 0.3223313093185425}"
1213,0.07800377,"{""0-1"": 0.15380649268627167, ""0-2"": 0.10230626165866852, ""1-2"": -0.022101448848843575}"
1214,0.66358876,"{""0-1"": 0.6635887622833252}"
1215,0.00390410,"{""0-1"": -0.015902644023299217, ""0-2"": 0.0658477321267128, ""1-2"": -0.03823278099298477}"
1216,0.99728370,"{""0-1"": 0.9972836971282959}"
1217,0.98812240,"{""0-1"": 0.9881224036216736}"
1218,0.35004586,"{""0-1"": -0.007301862817257643, ""0-2"": 0.9913973212242126, ""1-2"": 0.06604211032390594}"
1219,0.10994210,"{""0-1"": 0.1640259474515915, ""0-2"": 0.06240175664424896, ""1-2"": 0.10339859873056412}"
1220,-0.02340162,"{""0-1"": 0.12194610387086868, ""0-2"": -0.11148785054683685, ""1-2"": -0.08066312223672867}"
1221,0.12578952,"{""0-1"": 0.12578952312469482}"
1222,0.15825284,"{""0-1"": -0.09212730824947357, ""0-2"": -0.14799053966999054, ""1-2"": 0.7148763537406921}"
1223,0.00318670,"{""0-1"": 0.1384866088628769, ""0-2"": -0.11208824068307877, ""1-2"": -0.016838273033499718}"
1224,0.14738820,"{""0-1"": 0.14738820493221283}"
1225,0.55570496,"{""0-1"": 0.3568324148654938, ""0-2"": 0.35179686546325684, ""1-2"": 0.9584856033325195}"
1226,0.12608529,"{""0-1"": 0.3179382085800171, ""0-2"": -0.008024835959076881, ""1-2"": 0.06834250688552856}"
1227,0.05976498,"{""0-1"": 0.10661645978689194, ""0-2"": -0.1310875564813614, ""1-2"": 0.20376604795455933}"
1228,0.24356805,"{""0-1"": 0.2435680478811264}"
1229,0.12526935,"{""0-1"": 0.511104166507721, ""0-2"": 0.04867955669760704, ""1-2"": -0.1839756816625595}"
1230,1.00000000,"{""0-1"": 1.0}"
1231,0.03253613,"{""0-1"": -0.022903671488165855, ""0-2"": 0.04216046631336212, ""1-2"": 0.07835158705711365}"
1232,0.00000000,{}
1233,0.37015052,"{""0-1"": 0.8635172247886658, ""0-2"": 1.606720434210729e-05, ""1-2"": 0.24691826105117798}"
1234,0.07570268,"{""0-1"": 0.09096624702215195, ""0-2"": 0.12373950332403183, ""1-2"": 0.012402298860251904}"
1235,0.38507214,"{""0-1"": 0.1033458262681961, ""0-2"": 0.9733532667160034, ""1-2"": 0.07851732522249222}"
1236,-0.03027892,"{""0-1"": -0.005757230333983898, ""0-2"": -0.14500269293785095, ""1-2"": 0.05992317572236061}"
1237,-0.06658001,"{""0-1"": -0.056148678064346313, ""0-2"": -0.036631904542446136, ""1-2"": -0.10695946216583252}"
1238,0.00834149,"{""0-1"": 0.07326631247997284, ""0-2"": 0.014114219695329666, ""1-2"": -0.06235605105757713}"
1239,0.10871359,"{""0-1"": 0.010347049683332443, ""0-2"": 0.09820011258125305, ""1-2"": 0.21759361028671265}"
1240,0.27738196,"{""0-1"": 0.277381956577301}"
1241,0.99999994,"{""0-1"": 0.9999999403953552}"
1242,-0.04720560,"{""0-1"": -0.07859180867671967, ""0-2"": 0.07086002081632614, ""1-2"": -0.13388502597808838}"
1243,0.03538988,"{""0-1"": -0.04093978554010391, ""0-2"": -0.04313603416085243, ""1-2"": 0.19024544954299927}"
1244,0.30950394,"{""0-1"": -0.024909885600209236, ""0-2"": -0.020479921251535416, ""1-2"": 0.973901629447937}"
1245,-0.01632778,"{""0-1"": -0.01632777787744999}"
1246,0.09177005,"{""0-1"": 0.009896775707602501, ""0-2"": 0.09470909088850021, ""1-2"": 0.17070427536964417}"
1247,0.00000000,{}
1248,0.09401987,"{""0-1"": 0.09401987493038177}"
1249,0.01135734,"{""0-1"": -0.07248818874359131, ""0-2"": 0.059711188077926636, ""1-2"": 0.04684903472661972}"
1250,0.32866131,"{""0-1"": 0.10204879194498062, ""0-2"": -0.03457850590348244, ""1-2"": 0.9185136556625366}"
1251,0.11686242,"{""0-1"": 0.023363884538412094, ""0-2"": 0.31446340680122375, ""1-2"": 0.012759954668581486}"
1252,0.53788585,"{""0-1"": 0.3103289008140564, ""0-2"": 0.3887377083301544, ""1-2"": 0.9145909547805786}"
1253,0.03272137,"{""0-1"": 0.006272835191339254, ""0-2"": 0.06849049031734467, ""1-2"": 0.023400798439979553}"
1254,0.03674851,"{""0-1"": 0.03951480984687805, ""0-2"": 0.051453523337841034, ""1-2"": 0.01927720569074154}"
1255,0.08021292,"{""0-1"": 0.06940113753080368, ""0-2"": 0.08745235949754715, ""1-2"": 0.08378525823354721}"
1256,0.08303190,"{""0-1"": 0.23393577337265015, ""0-2"": -0.04211186245083809, ""1-2"": 0.05727178230881691}"
1257,0.04968577,"{""0-1"": 0.0496857687830925}"
1258,0.01045091,"{""0-1"": 0.010450907982885838}"
1259,0.04746314,"{""0-1"": 0.07330064475536346, ""0-2"": 0.030545447021722794, ""1-2"": 0.038543328642845154}"
1260,0.01539877,"{""0-1"": 0.07532475143671036, ""0-2"": -0.05393172800540924, ""1-2"": 0.0248032845556736}"
1261,0.31974435,"{""0-1"": 0.03702184930443764, ""0-2"": 0.8979964256286621, ""1-2"": 0.02421477623283863}"
1262,0.06398930,"{""0-1"": 0.0639892965555191}"
1263,0.95665854,"{""0-1"": 0.9566585421562195}"
1264,0.58205295,"{""0-1"": 0.5314812064170837, ""0-2"": 0.46892493963241577, ""1-2"": 0.7457526922225952}"
1265,-0.04729952,"{""0-1"": -0.10065130144357681, ""0-2"": -0.0397150032222271, ""1-2"": -0.0015322555555030704}"
1266,0.00924397,"{""0-1"": 0.020839963108301163, ""0-2"": 0.0015117955626919866, ""1-2"": 0.005380143411457539}"
1267,0.02511089,"{""0-1"": 0.025110894814133644}"
1268,0.05512165,"{""0-1"": 0.1335274875164032, ""0-2"": 0.05338987708091736, ""1-2"": -0.021552415564656258}"
1269,0.03428943,"{""0-1"": 0.03428942710161209}"
1270,0.05223438,"{""0-1"": 0.052234381437301636}"
1271,0.38832203,"{""0-1"": 0.38832202553749084}"
1272,0.46487260,"{""0-1"": 0.4648725986480713}"
1273,-0.05187343,"{""0-1"": -0.05187343433499336}"
1274,0.20242842,"{""0-1"": 0.2024284154176712}"
1275,0.03213721,"{""0-1"": 0.018703173846006393, ""0-2"": 0.0001968875149032101, ""1-2"": 0.07751157134771347}"
1276,0.28549568,"{""0-1"": 0.033374637365341187, ""0-2"": 0.028835445642471313, ""1-2"": 0.7942769527435303}"
1277,0.99597454,"{""0-1"": 0.9959745407104492}"
1278,0.09616294,"{""0-1"": -0.0242354404181242, ""0-2"": 0.016681615263223648, ""1-2"": 0.29604265093803406}"
1279,-0.02860040,"{""0-1"": -0.019740484654903412, ""0-2"": 0.040403977036476135, ""1-2"": -0.10646470636129379}"
1280,0.00315130,"{""0-1"": 0.05176273733377457, ""0-2"": -0.06831660121679306, ""1-2"": 0.026007773354649544}"
1281,0.11384733,"{""0-1"": 0.11384733021259308}"
1282,0.46487260,"{""0-1"": 0.4648725986480713}"
1283,-0.00477857,"{""0-1"": -0.05231405049562454, ""0-2"": 0.034393083304166794, ""1-2"": 0.0035852575674653053}"
1284,0.09252927,"{""0-1"": 0.05761027708649635, ""0-2"": 0.0910964086651802, ""1-2"": 0.12888111174106598}"
1285,-0.00574701,"{""0-1"": -0.013343123719096184, ""0-2"": 0.026905175298452377, ""1-2"": -0.030803082510828972}"
1286,0.78072530,"{""0-1"": 0.7807253003120422}"
1287,-0.09145088,"{""0-1"": -0.19671446084976196, ""0-2"": -0.09723952412605286, ""1-2"": 0.019601348787546158}"
1288,-0.09480227,"{""0-1"": -0.09480226784944534}"
1289,0.13377315,"{""0-1"": 0.34920135140419006, ""0-2"": -0.08916216343641281, ""1-2"": 0.14128024876117706}"
1290,0.01115775,"{""0-1"": 0.04449544847011566, ""0-2"": 0.015153010375797749, ""1-2"": -0.026175199076533318}"
1291,0.18448306,"{""0-1"": 0.564537763595581, ""0-2"": -0.09881574660539627, ""1-2"": 0.0877271518111229}"
1292,0.33528468,"{""0-1"": 0.33528468012809753}"
1293,0.07270628,"{""0-1"": 0.07270628213882446}"
1294,0.79585207,"{""0-1"": 0.7958520650863647}"
1295,0.12572922,"{""0-1"": 0.12572921812534332}"
1296,0.48772717,"{""0-1"": 0.48772716522216797}"
1297,0.29374257,"{""0-1"": 0.3513908386230469, ""0-2"": 0.18175455927848816, ""1-2"": 0.3480823040008545}"
1298,-0.03619683,"{""0-1"": -0.013109991326928139, ""0-2"": -0.08438079804182053, ""1-2"": -0.011099711991846561}"
1299,0.00000000,{}
1300,0.10061068,"{""0-1"": 0.32567542791366577, ""0-2"": -0.022310415282845497, ""1-2"": -0.0015329787274822593}"
1301,0.20236969,"{""0-1"": 0.6887132525444031, ""0-2"": -0.05701540783047676, ""1-2"": -0.024588771164417267}"
1302,0.06655134,"{""0-1"": 0.3032624423503876, ""0-2"": -0.03241133317351341, ""1-2"": -0.07119709998369217}"
1303,0.98992115,"{""0-1"": 0.9899211525917053}"
1304,0.37513370,"{""0-1"": 0.999221920967102, ""0-2"": 0.06232687830924988, ""1-2"": 0.06385230273008347}"
1305,0.38746451,"{""0-1"": 0.13533064723014832, ""0-2"": 0.8558956384658813, ""1-2"": 0.171167254447937}"
1306,0.16356809,"{""0-1"": -0.10208097845315933, ""0-2"": 0.012235891073942184, ""1-2"": 0.5805493593215942}"
1307,0.98773807,"{""0-1"": 0.9877380728721619}"
1308,0.15694015,"{""0-1"": -0.016584347933530807, ""0-2"": -0.05585494637489319, ""1-2"": 0.5432597398757935}"
1309,0.45690387,"{""0-1"": 0.456903874874115}"
1310,0.00000000,{}
1311,0.74713200,"{""0-1"": 0.7471320033073425}"
1312,0.11759807,"{""0-1"": 0.11759807169437408}"
1313,0.66961211,"{""0-1"": 0.6696121096611023}"
1314,0.97002029,"{""0-1"": 0.9700202941894531}"
1315,0.02178827,"{""0-1"": 0.04736858233809471, ""0-2"": 0.015328481793403625, ""1-2"": 0.002667758148163557}"
1316,0.05905987,"{""0-1"": 0.0013437374727800488, ""0-2"": 0.058067504316568375, ""1-2"": 0.11776836961507797}"
1317,-0.02893968,"{""0-1"": -0.028939682990312576}"
1318,0.08290188,"{""0-1"": 0.2800023555755615, ""0-2"": -0.01089193020015955, ""1-2"": -0.020404772832989693}"
1319,0.08375446,"{""0-1"": 0.08375445753335953}"
1320,-0.02707752,"{""0-1"": -0.06320445239543915, ""0-2"": -0.026723714545369148, ""1-2"": 0.008695617318153381}"
1321,0.01522049,"{""0-1"": 0.01869688555598259, ""0-2"": 0.012513541616499424, ""1-2"": 0.01445102784782648}"
1322,0.07872992,"{""0-1"": 0.13632285594940186, ""0-2"": -0.04387025907635689, ""1-2"": 0.14373716711997986}"
1323,0.30402580,"{""0-1"": 0.304025799036026}"
1324,0.07270628,"{""0-1"": 0.07270628213882446}"
1325,0.13604734,"{""0-1"": 0.05003555119037628, ""0-2"": 0.18110184371471405, ""1-2"": 0.1770046353340149}"
1326,0.00966838,"{""0-1"": -0.03568559139966965, ""0-2"": 0.0509820319712162, ""1-2"": 0.013708705082535744}"
1327,-0.02660239,"{""0-1"": -0.02929244562983513, ""0-2"": 0.05619904026389122, ""1-2"": -0.10671376436948776}"
1328,0.99289566,"{""0-1"": 0.9928956627845764}"
1329,-0.01841223,"{""0-1"": -0.08557329326868057, ""0-2"": 0.024815620854496956, ""1-2"": 0.005520994774997234}"
1330,-0.05003680,"{""0-1"": -0.13524313271045685, ""0-2"": -0.05166660621762276, ""1-2"": 0.03679933026432991}"
1331,0.01094492,"{""0-1"": -0.07550323754549026, ""0-2"": 0.007115447893738747, ""1-2"": 0.10122254490852356}"
1332,-0.03105954,"{""0-1"": -0.024338532239198685, ""0-2"": 0.016253085806965828, ""1-2"": -0.0850931853055954}"
1333,0.13160620,"{""0-1"": -0.015298948623239994, ""0-2"": 0.14841721951961517, ""1-2"": 0.2617003321647644}"
1334,0.16220983,"{""0-1"": -0.005407869350165129, ""0-2"": 0.005741821136325598, ""1-2"": 0.48629555106163025}"
1335,0.05971285,"{""0-1"": 0.05971285328269005}"
1336,0.75833321,"{""0-1"": 0.7583332061767578}"
1337,0.12534755,"{""0-1"": 0.3349064588546753, ""0-2"": -0.0948503315448761, ""1-2"": 0.1359865367412567}"
1338,-0.07606127,"{""0-1"": -0.09200762212276459, ""0-2"": 0.012914573773741722, ""1-2"": -0.14909076690673828}"
1339,-0.03468733,"{""0-1"": 0.07626180350780487, ""0-2"": -0.11266797035932541, ""1-2"": -0.06765580922365189}"
1340,0.23452894,"{""0-1"": 0.23452894389629364}"
1341,0.00140534,"{""0-1"": 0.09061276167631149, ""0-2"": -0.016787994652986526, ""1-2"": -0.06960875540971756}"
1342,0.08771734,"{""0-1"": -0.017201891168951988, ""0-2"": 0.11845811456441879, ""1-2"": 0.1618957817554474}"
1343,-0.17242801,"{""0-1"": -0.17242801189422607}"
1344,0.06803690,"{""0-1"": -0.04485100135207176, ""0-2"": 0.20039862394332886, ""1-2"": 0.048563066869974136}"
1345,-0.11033217,"{""0-1"": -0.21377286314964294, ""0-2"": -0.051185548305511475, ""1-2"": -0.0660380870103836}"
1346,0.04427537,"{""0-1"": -0.03629542514681816, ""0-2"": 0.010579755529761314, ""1-2"": 0.15854178369045258}"
1347,-0.06733382,"{""0-1"": -0.099877268075943, ""0-2"": -0.08130574971437454, ""1-2"": -0.020818429067730904}"
1348,0.31493329,"{""0-1"": 0.9026034474372864, ""0-2"": 0.016694536432623863, ""1-2"": 0.02550189569592476}"
1349,-0.02578452,"{""0-1"": -0.06989223510026932, ""0-2"": 0.0011118963593617082, ""1-2"": -0.008573227562010288}"
1350,0.14101960,"{""0-1"": 0.09139098972082138, ""0-2"": 0.04588545486330986, ""1-2"": 0.2857823669910431}"
1351,0.00164980,"{""0-1"": 0.0016497959150001407}"
1352,0.00000000,{}
1353,-0.02412251,"{""0-1"": -0.17260366678237915, ""0-2"": 0.0012172983260825276, ""1-2"": 0.09901884198188782}"
1354,0.36912479,"{""0-1"": 0.6400983929634094, ""0-2"": -0.012297140434384346, ""1-2"": 0.479573130607605}"
1355,0.03272137,"{""0-1"": 0.006272835191339254, ""0-2"": 0.06849049031734467, ""1-2"": 0.023400798439979553}"
1356,0.23025558,"{""0-1"": -0.007918146438896656, ""0-2"": -0.07129058241844177, ""1-2"": 0.769975483417511}"
1357,0.10887442,"{""0-1"": 0.021049367263913155, ""0-2"": 0.2775222063064575, ""1-2"": 0.028051696717739105}"
1358,0.20285624,"{""0-1"": 0.3802299201488495, ""0-2"": 0.0765223354101181, ""1-2"": 0.1518164575099945}"
1359,0.86078018,"{""0-1"": 0.8607801795005798}"
1360,0.00000000,{}
1361,0.15853485,"{""0-1"": 0.4957887828350067, ""0-2"": -0.03405284136533737, ""1-2"": 0.013868609443306923}"
1362,0.03177663,"{""0-1"": -0.02081240527331829, ""0-2"": -0.12956921756267548, ""1-2"": 0.2457115203142166}"
1363,0.01063141,"{""0-1"": 0.010631413199007511}"
1364,0.03432402,"{""0-1"": 0.08406366407871246, ""0-2"": -0.018385695293545723, ""1-2"": 0.037294089794158936}"
1365,0.13778472,"{""0-1"": 0.20674386620521545, ""0-2"": 0.003922635223716497, ""1-2"": 0.20268765091896057}"
1366,0.39352081,"{""0-1"": 0.17009121179580688, ""0-2"": 0.0929267406463623, ""1-2"": 0.9175444841384888}"
1367,0.26800821,"{""0-1"": -0.11274436116218567, ""0-2"": -0.05046083778142929, ""1-2"": 0.9672298431396484}"
1368,-0.20042571,"{""0-1"": -0.20042571425437927}"
1369,0.00000000,{}
1370,0.05128232,"{""0-1"": 0.00198093568906188, ""0-2"": 0.038477685302495956, ""1-2"": 0.11338834464550018}"
1371,0.65881542,"{""0-1"": 0.4891706705093384, ""0-2"": 0.4912700653076172, ""1-2"": 0.9960055351257324}"
1372,0.44791580,"{""0-1"": 0.20905563235282898, ""0-2"": 0.17185048758983612, ""1-2"": 0.962841272354126}"
1373,0.00000000,{}
1374,0.09751993,"{""0-1"": 0.09751992672681808}"
1375,0.14654891,"{""0-1"": 0.14654891192913055}"
1376,-0.01518003,"{""0-1"": -0.015180034562945366}"
1377,0.50717148,"{""0-1"": 0.33555179834365845, ""0-2"": 0.20198622345924377, ""1-2"": 0.983976423740387}"
1378,-0.06967660,"{""0-1"": -0.06967660039663315}"
1379,-0.01290496,"{""0-1"": 0.04543310031294823, ""0-2"": -0.11486193537712097, ""1-2"": 0.030713969841599464}"
1380,0.44041494,"{""0-1"": 0.4404149353504181}"
1381,0.11353198,"{""0-1"": 0.3472479581832886, ""0-2"": -0.06673222780227661, ""1-2"": 0.06008022278547287}"
1382,0.92665493,"{""0-1"": 0.9266549348831177}"
1383,-0.00631392,"{""0-1"": -0.026413699612021446, ""0-2"": -0.009832959622144699, ""1-2"": 0.017304886132478714}"
1384,0.99728370,"{""0-1"": 0.9972836971282959}"
1385,0.79348373,"{""0-1"": 0.7934837341308594}"
1386,0.02810958,"{""0-1"": 0.08767189830541611, ""0-2"": -0.022788939997553825, ""1-2"": 0.019445791840553284}"
1387,0.20242842,"{""0-1"": 0.2024284154176712}"
1388,0.00000000,{}
1389,-0.13527562,"{""0-1"": -0.14758524298667908, ""0-2"": -0.09358517080545425, ""1-2"": -0.16465644538402557}"
1390,0.43128443,"{""0-1"": 0.43128442764282227}"
